tanggal,kategori,region,harga_satuan,unit_terjual,diskon_persen,pendapatan_kotor,pendapatan_bersih
2025-12-14,Elektronik,Surabaya,1460896.0,4,0.29,5843586.0,4148946.0
2025-12-15,Fashion,Medan,269568.0,6,0.12,1617409.0,1423320.0
2025-12-16,Makanan,Surabaya,90211.0,8,0.04,721690.0,692823.0
2025-12-17,Makanan,Batam,89581.0,8,0.2,716650.0,573320.0
2025-12-18,Buku,Surabaya,129345.0,9,0.22,1164109.0,908005.0
2025-12-19,Makanan,Bandung,72709.0,6,0.17,436252.0,362089.0
2025-12-20,Elektronik,Bandung,1554138.0,8,0.06,12433107.0,11687121.0
2025-12-21,Elektronik,Bandung,1416584.0,8,0.15,11332675.0,9632773.0
2025-12-22,Makanan,Bandung,66931.0,8,0.09,535445.0,487255.0
2025-12-23,Elektronik,Medan,1750388.0,8,0.13,14003105.0,12182701.0
2025-12-24,Makanan,Batam,68378.0,11,0.19,752160.0,609250.0
2025-12-25,Buku,Surabaya,141611.0,8,0.22,1132891.0,883655.0
2025-12-26,Makanan,Surabaya,78272.0,10,0.07,782722.0,727931.0
2025-12-27,Fashion,Bandung,262216.0,8,0.12,2097728.0,1846000.0
2025-12-28,Makanan,Bandung,81341.0,6,0.08,488045.0,449001.0
2025-12-29,Fashion,Jakarta,344754.0,9,0.06,3102782.0,2916615.0
2025-12-30,Makanan,Batam,87431.0,13,0.24,1136606.0,863820.0
2025-12-31,Buku,Medan,134715.0,5,0.27,673575.0,491710.0
